GUID,GEOGID,GEOGDESC,T1_1AGE0M,T1_1AGE1M,T1_1AGE2M,T1_1AGE3M,T1_1AGE4M,T1_1AGE5M,T1_1AGE6M,T1_1AGE7M,T1_1AGE8M,T1_1AGE9M,T1_1AGE10M,T1_1AGE11M,T1_1AGE12M,T1_1AGE13M,T1_1AGE14M,T1_1AGE15M,T1_1AGE16M,T1_1AGE17M,T1_1AGE18M,T1_1AGE19M,T1_1AGE20_24M,T1_1AGE25_29M,T1_1AGE30_34M,T1_1AGE35_39M,T1_1AGE40_44M,T1_1AGE45_49M,T1_1AGE50_54M,T1_1AGE55_59M,T1_1AGE60_64M,T1_1AGE65_69M,T1_1AGE70_74M,T1_1AGE75_79M,T1_1AGE80_84M,T1_1AGEGE_85M,T1_1AGETM,T1_1AGE0F,T1_1AGE1F,T1_1AGE2F,T1_1AGE3F,T1_1AGE4F,T1_1AGE5F,T1_1AGE6F,T1_1AGE7F,T1_1AGE8F,T1_1AGE9F,T1_1AGE10F,T1_1AGE11F,T1_1AGE12F,T1_1AGE13F,T1_1AGE14F,T1_1AGE15F,T1_1AGE16F,T1_1AGE17F,T1_1AGE18F,T1_1AGE19F,T1_1AGE20_24F,T1_1AGE25_29F,T1_1AGE30_34F,T1_1AGE35_39F,T1_1AGE40_44F,T1_1AGE45_49F,T1_1AGE50_54F,T1_1AGE55_59F,T1_1AGE60_64F,T1_1AGE65_69F,T1_1AGE70_74F,T1_1AGE75_79F,T1_1AGE80_84F,T1_1AGEGE_85F,T1_1AGETF,T1_1AGE0T,T1_1AGE1T,T1_1AGE2T,T1_1AGE3T,T1_1AGE4T,T1_1AGE5T,T1_1AGE6T,T1_1AGE7T,T1_1AGE8T,T1_1AGE9T,T1_1AGE10T,T1_1AGE11T,T1_1AGE12T,T1_1AGE13T,T1_1AGE14T,T1_1AGE15T,T1_1AGE16T,T1_1AGE17T,T1_1AGE18T,T1_1AGE19T,T1_1AGE20_24T,T1_1AGE25_29T,T1_1AGE30_34T,T1_1AGE35_39T,T1_1AGE40_44T,T1_1AGE45_49T,T1_1AGE50_54T,T1_1AGE55_59T,T1_1AGE60_64T,T1_1AGE65_69T,T1_1AGE70_74T,T1_1AGE75_79T,T1_1AGE80_84T,T1_1AGEGE_85T,T1_1AGETT,T1_2SGLM,T1_2MARM,T1_2SEPM,T1_2DIVM,T1_2WIDM,T1_2TM,T1_2SGLF,T1_2MARF,T1_2SEPF,T1_2DIVF,T1_2WIDF,T1_2TF,T1_2SGLT,T1_2MART,T1_2SEPT,T1_2DIVT,T1_2WIDT,T1_2T,T2_1IEBP,T2_1UKBP,T2_1PLBP,T2_1INBP,T2_1EUBP,T2_1RWBP,T2_1TBP,T2_1IEC,T2_1UKC,T2_1PLC,T2_1INC,T2_1EUC,T2_1RWC,T2_1NSC,T2_1TC,T2_2WI,T2_2WIT,T2_2OW,T2_2BBI,T2_2AAI,T2_2OTH,T2_2NS,T2_2T,T2_3SA,T2_3EC,T2_3EI,T2_3OI,T2_3T,T2_4CA,T2_4OR,T2_4NR,T2_4NS,T2_4T,T2_5PL,T2_5FR,T2_5ES,T2_5OTH,T2_5T,T2_6VW,T2_6W,T2_6NW,T2_6NAA,T2_6NS,T2_6T,T3_1YES,T3_1NO,T3_1NS,T3_1T,T3_2DIM,T3_2DIDOM,T3_2DIWOM,T3_2DILOOM,T3_2DINOM,T3_2DOESM,T3_2WOESM,T3_2LOOESM,T3_2NOESM,T3_2NSM,T3_2ALLM,T3_2DIF,T3_2DIDOF,T3_2DIWOF,T3_2DILOOF,T3_2DINOF,T3_2DOESF,T3_2WOESF,T3_2LOOESF,T3_2NOESF,T3_2NSF,T3_2ALLF,T3_2DIT,T3_2DIDOT,T3_2DIWOT,T3_2DILOOT,T3_2DINOT,T3_2DOEST,T3_2WOEST,T3_2LOOEST,T3_2NOEST,T3_2NST,T3_2ALLT,T4_1_2PF,T4_1_3PF,T4_1_4PF,T4_1_5PF,T4_1_GRE_6PF,T4_1_TF,T4_1_2PP,T4_1_3PP,T4_1_4PP,T4_1_5PP,T4_1_GRE_6PP,T4_1_TP,T4_1_2PC,T4_1_3PC,T4_1_4PC,T4_1_5PC,T4_1_GRE_6PC,T4_1_TC,T4_2_1CU15,T4_2_2CU15,T4_2_3CU15,T4_2_4CU15,T4_2_GE5CU15,T4_2_TCU15,T4_2_1CO15,T4_2_2CO15,T4_2_3CO15,T4_2_4CO15,T4_2_GE5CO15,T4_2_TCO15,T4_2_2CUO15,T4_2_3CUO15,T4_2_4CUO15,T4_2_GE5CUO15,T4_2_TCUO15,T4_2_NCT,T4_2_1CT,T4_2_2CT,T4_2_3CT,T4_2_4CT,T4_2_GE5CT,T4_2_TCT,T4_3FCCU15,T4_3FCCO15,T4_3FCCUO15,T4_3FCCT,T4_3FOPMCU15,T4_3FOPMCO15,T4_3FOPMCUO15,T4_3FOPMCT,T4_3FOPFCU15,T4_3FOPFCO15,T4_3FOPFCUO15,T4_3FOPFCT,T4_3CCCU15,T4_3CCCO15,T4_3CCCUO15,T4_3CCCT,T4_3COPMCU15,T4_3COPMCO15,T4_3COPMCUO15,T4_3COPMCT,T4_3COPFCU15,T4_3COPFCO15,T4_3COPFCUO15,T4_3COPFCT,T4_4AGE0_4F,T4_4AGE5_9F,T4_4AGE10_14F,T4_4AGE15_19F,T4_4AGE_GE20F,T4_4TF,T4_4AGE0_4P,T4_4AGE5_9P,T4_4AGE10_14P,T4_4AGE15_19P,T4_4AGE_GE20P,T4_4TP,T4_5PFF,T4_5ENF,T4_5RF,T4_5PSF,T4_5ESF,T4_5PAF,T4_5ADOF,T4_5ADUF,T4_5TF,T4_5PFP,T4_5ENP,T4_5RP,T4_5PSP,T4_5ESP,T4_5PAP,T4_5ADOP,T4_5ADUP,T4_5TP,T5_1OP_H,T5_1MC_H,T5_1CC_H,T5_1MCC_H,T5_1CCC_H,T5_1OPFC_H,T5_1OPMC_H,T5_1CO_H,T5_1CCO_H,T5_1OPFCO_H,T5_1OPMCO_H,T5_1GETFU_H,T5_1NHR_H,T5_1GENP_H,T5_1T_H,T5_1OP_P,T5_1MC_P,T5_1CC_P,T5_1MCC_P,T5_1CCC_P,T5_1OPFC_P,T5_1OPMC_P,T5_1CO_P,T5_1CCO_P,T5_1OPFCO_P,T5_1OPMCO_P,T5_1GETFU_P,T5_1NHR_P,T5_1GENP_P,T5_1T_P,T5_2_1PH,T5_2_2PH,T5_2_3PH,T5_2_4PH,T5_2_5PH,T5_2_6PH,T5_2_7PH,T5_2_GE8PH,T5_2_TH,T5_2_1PP,T5_2_2PP,T5_2_3PP,T5_2_4PP,T5_2_5PP,T5_2_6PP,T5_2_7PP,T5_2_GE8PP,T5_2_TP,T6_1_HB_H,T6_1_FA_H,T6_1_BS_H,T6_1_CM_H,T6_1_TH,T6_1_HB_P,T6_1_FA_P,T6_1_BS_P,T6_1_CM_P,T6_1_TP,T6_2_PRE19H,T6_2_19_45H,T6_2_46_60H,T6_2_61_70H,T6_2_71_80H,T6_2_81_90H,T6_2_91_00H,T6_2_01_10H,T6_2_11_15H,T6_2_16LH,T6_2_NSH,T6_2_TH,T6_2_PRE19P,T6_2_19_45P,T6_2_46_60P,T6_2_61_70P,T6_2_71_80P,T6_2_81_90P,T6_2_91_00P,T6_2_01_10P,T6_2_11_15P,T6_2_16LP,T6_2_NSP,T6_2_TP,T6_3_OMLH,T6_3_OOH,T6_3_RPLH,T6_3_RLAH,T6_3_RVCHBH,T6_3_OFRH,T6_3_NSH,T6_3_TH,T6_3_OMLP,T6_3_OOP,T6_3_RPLP,T6_3_RLAP,T6_3_RVCHBP,T6_3_OFRP,T6_3_NSP,T6_3_TP,T6_4_1RH,T6_4_2RH,T6_4_3RH,T6_4_4RH,T6_4_5RH,T6_4_6RH,T6_4_7RH,T6_4_GE8RH,T6_4_NSH,T6_4_TH,T6_4_1RP,T6_4_2RP,T6_4_3RP,T6_4_4RP,T6_4_5RP,T6_4_6RP,T6_4_7RP,T6_4_GE8RP,T6_4_NSP,T6_4_TP,T6_5_NCH,T6_5_OCH,T6_5_NGCH,T6_5_ECH,T6_5_CCH,T6_5_PCH,T6_5_LPGCH,T6_5_WCH,T6_5_OTH,T6_5_NS,T6_5_T,T6_6_PM,T6_6_GSLA,T6_6_GSP,T6_6_OP,T6_6_N,T6_6_NS,T6_6_T,T6_7_PS,T6_7_IST,T6_7_OIT,T6_7_OTH,T6_7_NSF,T6_7_NS,T6_7_T,T6_8_O,T6_8_TA,T6_8_UHH,T6_8_OVD,T6_8_T,T6_9_0BRH,T6_9_1BRH,T6_9_2BRH,T6_9_3BRH,T6_9_4BRH,T6_9_GE5BRH,T6_9_TH,T6_9_0BRP,T6_9_1BRP,T6_9_2BRP,T6_9_3BRP,T6_9_4BRP,T6_9_GE5BRP,T6_9_TP,T6_9_NSP,T6_9_NSH,T6_10_RE,T6_10_NORE,T6_10_NS,T6_10_T,T6_11_GE1SA,T6_11_NOSA,T6_11_NS,T6_11_T,T7_1_VOL,T8_1_WM,T8_1_LFFJM,T8_1_STUM,T8_1_LTUM,T8_1_SM,T8_1_LAHFM,T8_1_RM,T8_1_UTWSDM,T8_1_OTHM,T8_1_TM,T8_1_WF,T8_1_LFFJF,T8_1_STUF,T8_1_LTUF,T8_1_SF,T8_1_LAHFF,T8_1_RF,T8_1_UTWSDF,T8_1_OTHF,T8_1_TF,T8_1_WT,T8_1_LFFJT,T8_1_STUT,T8_1_LTUT,T8_1_ST,T8_1_LAHFT,T8_1_RT,T8_1_UTWSDT,T8_1_OTHT,T8_1_TT,T9_1_PWM,T9_1_MTM,T9_1_NMM,T9_1_SM,T9_1_SSM,T9_1_USM,T9_1_OTHGEUM,T9_1_TM,T9_1_PWF,T9_1_MTF,T9_1_NMF,T9_1_SF,T9_1_SSF,T9_1_USF,T9_1_OTHGEUF,T9_1_TF,T9_1_PWT,T9_1_MTT,T9_1_NMT,T9_1_ST,T9_1_SST,T9_1_UST,T9_1_OTHGEUT,T9_1_TT,T9_2_HA,T9_2_HB,T9_2_HC,T9_2_HD,T9_2_HE,T9_2_HF,T9_2_HG,T9_2_HH,T9_2_HI,T9_2_HJ,T9_2_HZ,T9_2_HT,T9_2_PA,T9_2_PB,T9_2_PC,T9_2_PD,T9_2_PE,T9_2_PF,T9_2_PG,T9_2_PH,T9_2_PI,T9_2_PJ,T9_2_PZ,T9_2_PT,T10_1_LT15M,T10_1_15M,T10_1_16M,T10_1_17M,T10_1_18M,T10_1_19M,T10_1_20M,T10_1_GE21M,T10_1_NSM,T10_1_TM,T10_1_LT15F,T10_1_15F,T10_1_16F,T10_1_17F,T10_1_18F,T10_1_19F,T10_1_20F,T10_1_GE21F,T10_1_NSF,T10_1_TF,T10_1_LT15T,T10_1_15T,T10_1_16T,T10_1_17T,T10_1_18T,T10_1_19T,T10_1_20T,T10_1_GE21T,T10_1_NST,T10_1_TT,T10_2_SASM,T10_2_OTHM,T10_2_SASF,T10_2_OTHF,T10_2_SAST,T10_2_OTHT,T10_4_NFM,T10_4_PM,T10_4_LSM,T10_4_USM,T10_4_TVM,T10_4_ACCAM,T10_4_HCM,T10_4_ODNDM,T10_4_HDPQM,T10_4_PDM,T10_4_DM,T10_4_NSM,T10_4_TM,T10_4_NFF,T10_4_PF,T10_4_LSF,T10_4_USF,T10_4_TVF,T10_4_ACCAF,T10_4_HCF,T10_4_ODNDF,T10_4_HDPQF,T10_4_PDF,T10_4_DF,T10_4_NSF,T10_4_TF,T10_4_NFT,T10_4_PT,T10_4_LST,T10_4_UST,T10_4_TVT,T10_4_ACCAT,T10_4_HCT,T10_4_ODNDT,T10_4_HDPQT,T10_4_PDT,T10_4_DT,T10_4_NST,T10_4_TT,T11_1_FW,T11_1_BIW,T11_1_BUW,T11_1_TDLW,T11_1_MW,T11_1_CDW,T11_1_CPW,T11_1_VW,T11_1_OTHW,T11_1_WMFHW,T11_1_NSW,T11_1_TW,T11_1_FSCCC,T11_1_BISCCC,T11_1_BUSCCC,T11_1_TDLSCCC,T11_1_MSCCC,T11_1_CDSCCC,T11_1_CPSCCC,T11_1_VSCCC,T11_1_OTHSCCC,T11_1_WMFHSCCC,T11_1_NSSCCC,T11_1_TSCCC,T11_1_FT,T11_1_BIT,T11_1_BUT,T11_1_TDLT,T11_1_MT,T11_1_CDT,T11_1_CPT,T11_1_VT,T11_1_OTHT,T11_1_WMFHT,T11_1_NST,T11_1_TT,T11_2_T1,T11_2_T2,T11_2_T3,T11_2_T4,T11_2_T5,T11_2_T6,T11_2_T7,T11_2_T8,T11_2_NS,T11_2_T,T11_3_D1,T11_3_D2,T11_3_D3,T11_3_D4,T11_3_D5,T11_3_D6,T11_3_NS,T11_3_T,T11_4_WFH,T11_4_NWFH,T11_4_NS,T11_4_T,T11_5_CC_AGE0_4,T11_5_CC_AGE5_14,T11_5_CC_T,T12_1_M,T12_1_F,T12_1_T,T12_2_M,T12_2_F,T12_2_T,T12_3_VGM,T12_3_VGF,T12_3_VGT,T12_3_GM,T12_3_GF,T12_3_GT,T12_3_FM,T12_3_FF,T12_3_FT,T12_3_BM,T12_3_BF,T12_3_BT,T12_3_VBM,T12_3_VBF,T12_3_VBT,T12_3_NSM,T12_3_NSF,T12_3_NST,T12_3_TM,T12_3_TF,T12_3_TT,T12_4_YES,T12_4_NO,T12_4_NS,T12_4_T,T13_1_MDSOM,T13_1_POM,T13_1_APTOM,T13_1_ASOM,T13_1_STOM,T13_1_CLOSOM,T13_1_SCSOM,T13_1_PPMOM,T13_1_EOM,T13_1_NSM,T13_1_TM,T13_1_MDSOF,T13_1_POF,T13_1_APTOF,T13_1_ASOF,T13_1_STOF,T13_1_CLOSOF,T13_1_SCSOF,T13_1_PPMOF,T13_1_EOF,T13_1_NSF,T13_1_TF,T13_1_MDSOT,T13_1_POT,T13_1_APTOT,T13_1_ASOT,T13_1_STOT,T13_1_CLOSOT,T13_1_SCSOT,T13_1_PPMOT,T13_1_EOT,T13_1_NST,T13_1_TT,T14_1_AFFM,T14_1_BCM,T14_1_MIM,T14_1_CTM,T14_1_TCM,T14_1_PAM,T14_1_PSM,T14_1_OTHM,T14_1_TM,T14_1_AFFF,T14_1_BCF,T14_1_MIF,T14_1_CTF,T14_1_TCF,T14_1_PAF,T14_1_PSF,T14_1_OTHF,T14_1_TF,T14_1_AFFT,T14_1_BCT,T14_1_MIT,T14_1_CTT,T14_1_TCT,T14_1_PAT,T14_1_PST,T14_1_OTHT,T14_1_TT,T15_1_NC,T15_1_1C,T15_1_2C,T15_1_3C,T15_1_GE4C,T15_1_NSC,T15_1_TC,T15_2_BB,T15_2_OIC,T15_2_NO,T15_2_NS,T15_2_T
2ae19629-1433-13a3-e055-000000000001,DC,DC,3188,2937,3035,2875,2869,2793,2934,3021,3095,3040,3147,3053,3236,3064,2806,2713,2750,2906,3143,3669,22028,29364,29767,26139,23246,19117,17493,15562,13653,11066,9055,6891,4460,3681,291796,3025,2762,2795,2705,2755,2782,2879,2891,2991,2930,3027,3003,3048,2975,2942,2729,2658,2734,3291,3676,23879,29694,29466,25556,22909,18791,17622,16015,14172,11817,10228,8276,6493,7401,300917,6213,5699,5830,5580,5624,5575,5813,5912,6086,5970,6174,6056,6284,6039,5748,5442,5408,5640,6434,7345,45907,59058,59233,51695,46155,37908,35115,31577,27825,22883,19283,15167,10953,11082,592713,183308,89409,6419,6361,6299,291796,181323,86683,7214,8501,17196,300917,364631,176092,13633,14862,23495,592713,421632,23543,8083,11355,44649,70975,580237,421587,6917,7233,10318,45320,50014,38848,580237,372724,2279,70745,9168,29679,20305,75337,580237,509509,32910,9186,22475,574080,312042,66905,133768,79998,592713,7516,8255,12886,87013,115670,68654,29957,10423,1841,4795,115670,162400,334150,78421,574971,17028,645,168,119,67,2093,4710,25919,19633,2137,72519,20996,944,246,150,73,2372,5612,32393,24627,2468,89881,38024,1589,414,269,140,4465,10322,58312,44260,4605,162400,63823,27636,22484,9189,3082,126214,127646,82908,89936,45945,19539,365974,15588,35157,47592,28294,13671,140302,15118,13346,4398,827,181,33870,20585,9855,2924,573,109,34046,4180,3764,1476,643,10063,48235,35703,27381,11086,2876,933,126214,24996,19320,6907,51223,8127,12192,2952,23271,747,2534,204,3485,45536,31581,20193,97310,12636,17121,8331,38088,1096,3225,583,4904,19585,12912,11436,9466,24580,77979,71952,49195,43064,33582,71711,269504,25588,10405,12242,11052,10931,11887,11264,32845,126214,51176,20810,24484,34002,39363,44769,42622,108748,365974,61525,26306,15744,39563,7175,2620,18870,5571,4411,654,3693,2731,8158,28664,225685,61525,52612,31488,155956,27309,6345,50564,20054,22781,2488,14474,14468,21114,79315,560493,61525,75251,39259,29191,13166,4821,1453,1019,225685,61525,150502,117777,116764,65830,28926,10171,8998,560493,138796,85618,1105,166,225685,378174,180074,1827,418,560493,33576,28894,33167,20468,19174,15690,23263,31546,3791,8119,7831,225519,77220,71376,86213,52397,49111,37824,56926,76954,9362,20826,21866,560075,47705,58918,70379,25971,5510,3016,14020,225519,143629,126411,170031,66277,12297,6148,35282,560075,4356,26928,33098,38300,45511,33680,16456,13624,13566,225519,6692,44562,70555,88050,122823,95569,50605,45953,35266,560075,3949,9975,135901,52659,881,96,356,239,863,20600,225519,210797,2240,1036,367,369,10710,225519,209731,1671,339,1169,988,11621,225519,226912,4906,790,18024,250632,52,36229,61654,68972,23676,6182,225519,115,57999,137018,191250,80164,23955,560075,69574,28754,18160,170817,36542,225519,178868,8763,37888,225519,64142,157046,2660,5730,8385,25545,2587,32099,10666,1985,246703,143163,1940,4442,6089,28650,21862,38348,11264,1649,257407,300209,4600,10172,14474,54195,24449,70447,21930,3634,504110,32652,77524,34453,38578,28970,9322,70297,291796,29731,86385,52908,17936,29020,10395,74542,300917,62383,163909,87361,56514,57990,19717,144839,592713,28213,3638,19436,82045,13461,14451,7471,5952,63,252,50703,225685,74841,10027,48454,204446,35497,37002,19098,16454,136,654,113884,560493,9314,7089,11527,10825,18070,4793,5296,69051,63376,199341,11169,6518,10149,12313,19276,5931,5937,73252,62648,207193,20483,13607,21676,23138,37346,10724,11233,142303,126024,406534,25545,21817,28650,21564,54195,43381,4761,14277,21739,28224,11041,8840,7562,14392,29278,29754,3780,25693,199341,4569,17423,20891,29433,12114,4984,9077,14928,32380,34767,3411,23216,207193,9330,31700,42630,57657,23155,13824,16639,29320,61658,64521,7191,48909,406534,46034,26458,39394,17846,2124,77472,5485,6180,523,34460,38351,294327,41394,10605,18079,4784,164,2278,25840,83,169,806,19345,123547,87428,37063,57473,22630,2288,79750,31325,6263,692,35266,57696,417874,19562,34501,31423,65586,80752,36812,8244,27123,65279,369282,61509,110121,80043,25312,20350,4989,66958,369282,116854,128338,49135,294327,12923,12934,25857,60094,70098,130192,11351,17450,28801,141127,143828,284955,79015,85278,164293,23947,26991,50938,4591,5077,9668,1068,1238,2306,42048,38505,80553,291796,300917,592713,92145,416301,84267,592713,13001,37207,23696,9152,18789,4244,7549,11249,16527,29747,171161,9750,38589,20783,20061,2389,14788,11420,1666,11672,22576,153694,22751,75796,44479,29213,21178,19032,18969,12915,28199,52323,324855,219,10233,10615,41746,27404,8421,23286,35122,157046,86,1121,5494,37437,14307,8057,47951,28710,143163,305,11354,16109,79183,41711,16478,71237,63832,300209,69661,84685,34861,6129,1736,28447,225519,178418,2821,15011,29269,225519
2ae19629-1434-13a3-e055-000000000001,CC,CC,1159,1148,1144,1188,1142,1176,1268,1369,1270,1346,1295,1393,1356,1292,1271,1323,1219,1225,1360,1674,8569,8667,8466,8596,8397,7376,6704,6448,5714,4726,4019,3085,1971,1380,109736,1124,1136,1162,1106,1101,1186,1228,1195,1246,1271,1285,1302,1334,1302,1270,1228,1202,1222,1288,1731,9084,8624,8864,9007,8618,7359,6813,6694,6195,4988,4385,3613,2632,2473,114268,2283,2284,2306,2294,2243,2362,2496,2564,2516,2617,2580,2695,2690,2594,2541,2551,2421,2447,2648,3405,17653,17291,17330,17603,17015,14735,13517,13142,11909,9714,8404,6698,4603,3853,224004,64620,38175,1940,2379,2622,109736,63069,38155,2605,3571,6868,114268,127689,76330,4545,5950,9490,224004,175910,8755,5010,3409,11697,16157,220938,182277,2434,4423,3016,11466,9391,7931,220938,164631,1245,21782,3202,9129,5065,15884,220938,199007,11110,3148,5407,218672,146654,19021,40656,17673,224004,5578,2999,2966,23210,34753,21277,8688,2996,475,1317,34753,85543,114159,17429,217131,9450,295,105,74,52,840,2423,14093,10908,958,39198,11694,438,106,71,42,1035,2638,16319,13043,959,46345,21144,733,211,145,94,1875,5061,30412,23951,1917,85543,23425,12058,11031,4938,1542,52994,46850,36174,44124,24690,9748,161586,5729,14880,22990,15052,6746,65397,5749,6131,2274,418,69,14641,9216,4895,1409,258,37,15815,1899,1945,722,276,4842,17696,14965,12925,5628,1398,382,52994,11696,10065,3738,25499,2694,4647,1026,8367,251,1103,78,1432,22350,16505,10995,49850,4168,6481,2851,13500,353,1477,217,2047,8177,6010,5296,4737,11078,35298,31331,23891,20629,17286,33057,126194,6813,4465,6418,4281,4896,5464,5645,15012,52994,13626,8930,12836,13567,18263,21378,22083,50903,161586,20370,11485,4529,21080,2890,1148,6994,1387,1468,218,1007,897,2102,7816,83391,20370,22970,9058,84205,10972,2814,18600,4876,7466,812,3793,4693,5276,22822,218727,20370,25536,15514,13073,6187,1944,483,284,83391,20370,51072,46542,52292,30935,11664,3381,2471,218727,69266,14023,39,63,83391,189786,28660,53,228,218727,7817,5663,8381,8255,10495,9330,11124,14923,1616,3508,2216,83328,17000,13420,20617,20222,26915,24646,32637,41989,4559,10526,5968,218499,19785,27140,19674,10416,1624,980,3709,83328,63847,60912,50711,28138,3740,1963,9188,218499,427,4081,7817,9625,21292,16411,10355,10553,2767,83328,613,6179,15730,21093,55746,45775,31238,34950,7175,218499,1045,13243,50552,11463,1303,23,261,264,507,4667,83328,79774,592,167,862,70,1863,83328,77061,3333,425,234,239,2036,83328,83877,1977,192,5061,91107,0,5536,14705,32902,17385,4728,83328,0,8232,29461,87500,55860,17551,218499,19895,8072,12091,61103,10134,83328,69901,3294,10133,83328,26569,54915,881,1689,2427,11088,1037,13596,4824,462,90919,48334,675,1341,1978,12251,10505,14731,5488,717,96020,103249,1556,3030,4405,23339,11542,28327,10312,1179,186939,14151,28996,13336,16294,12615,3193,21151,109736,11683,34000,21069,8197,12010,3589,23720,114268,25834,62996,34405,24491,24625,6782,44871,224004,9615,1375,7314,29715,6265,6869,2604,2370,162,164,16938,83391,28229,4167,20097,77856,17193,18663,6615,6716,475,393,38323,218727,2727,2729,4804,4178,8176,2449,2634,25599,19648,72944,2826,2372,4538,4745,8532,3153,2991,27315,20369,76841,5553,5101,9342,8923,16708,5602,5625,52914,40017,149785,11088,6887,12251,6928,23339,13815,1445,4436,9591,12356,4580,4447,3355,5838,10489,8890,1555,5962,72944,1291,5135,9812,13474,5196,2390,4209,6204,11552,10988,1213,5377,76841,2736,9571,19403,25830,9776,6837,7564,12042,22041,19878,2768,11339,149785,11564,2560,7206,384,394,50175,4681,3834,243,12341,8611,101993,14890,926,5756,79,37,2677,24772,72,62,327,4282,53880,26454,3486,12962,463,431,52852,29453,3906,305,12668,12893,155873,7134,12370,13839,26402,34214,14926,3033,10105,15248,137271,36395,52009,23999,4442,3338,1303,15785,137271,35051,55113,11829,101993,5471,6290,11761,24928,28036,52964,5136,7966,13102,57641,59242,116883,31563,33719,65282,9250,10655,19905,1575,1793,3368,356,446,802,9351,8413,17764,109736,114268,224004,32908,171955,19141,224004,4549,13257,7823,2395,8178,1424,3180,5926,5205,7094,59031,3016,13970,5900,6734,952,5456,5088,1400,3820,5317,51653,7565,27227,13723,9129,9130,6880,8268,7326,9025,12411,110684,317,4249,11516,12434,6465,2428,8568,8938,54915,68,396,6081,10303,2785,2253,18431,8017,48334,385,4645,17597,22737,9250,4681,26999,16955,103249,15099,31299,23360,4791,1711,7068,83328,68106,1542,6167,7513,83328
